4;10;4;1
0.000659;-0.000240;0.000527;-0.000360;
0.001843;0.000601;0.001710;0.000841;
-0.001445;-0.000360;-0.001051;-0.000240;
0.001053;0.000000;0.000657;0.000000;
0.000920;0.000360;0.000920;0.000360;
-0.000657;0.001561;-0.000394;0.001560;
0.001971;-0.001558;0.001707;-0.001798;
0.000787;-0.002401;0.001049;-0.002281;
0.000262;0.000120;0.000393;0.000120;
0.001048;-0.000361;0.000785;-0.000481;
-0.000262;-0.000602;-0.000131;-0.000482;
20160121-13:40:55.258 BRT;20160121-13:45:11.263 BRT;20160121-13:49:27.271 BRT;20160121-13:53:43.285 BRT;20160121-13:57:59.407 BRT;20160121-14:02:15.407 BRT;20160121-14:06:31.420 BRT;20160121-14:10:47.460 BRT;20160121-14:15:03.461 BRT;20160121-14:19:19.473 BRT;20160121-14:23:35.591 BRT;
