4;10;4;1
-0.000785;0.001084;-0.000785;0.001084;
0.000262;-0.000481;0.000000;-0.000481;
-0.000655;-0.000602;-0.000393;-0.000481;
0.000131;0.000241;0.000000;0.000120;
-0.000655;0.000000;-0.000524;0.000000;
0.001049;0.000000;0.001048;-0.000482;
-0.000131;-0.000723;-0.000262;-0.000361;
0.001441;-0.001205;0.001571;-0.000964;
0.000785;-0.000724;0.000784;-0.001086;
0.000392;-0.000724;0.000261;-0.000604;
-0.001176;0.000846;-0.001175;0.000725;
20160121-14:27:51.740 BRT;20160121-14:32:07.821 BRT;20160121-14:36:23.831 BRT;20160121-14:40:39.838 BRT;20160121-14:44:55.878 BRT;20160121-14:49:11.890 BRT;20160121-14:53:27.903 BRT;20160121-14:57:43.932 BRT;20160121-15:01:59.938 BRT;20160121-15:06:16.120 BRT;20160121-15:10:32.430 BRT;
