4;10;4;1
0.000000;-0.000240;-0.000263;-0.000120;
0.000923;0.000000;0.001845;0.000000;
0.000658;0.000240;-0.000132;0.000240;
-0.000395;-0.000240;0.000000;-0.000240;
0.000790;0.000240;0.000395;0.000120;
0.000132;0.000000;0.000263;0.000000;
-0.000921;-0.000120;-0.000789;0.000000;
0.001053;0.000240;0.000789;0.000360;
0.000657;0.000360;0.000657;0.000240;
0.000000;-0.000480;-0.000131;-0.000240;
-0.000131;-0.000120;-0.000394;-0.000360;
20160121-11:14:52.555 BRT;20160121-11:15:56.591 BRT;20160121-11:17:00.653 BRT;20160121-11:18:04.662 BRT;20160121-11:19:08.839 BRT;20160121-11:20:12.857 BRT;20160121-11:21:16.890 BRT;20160121-11:22:20.904 BRT;20160121-11:23:24.912 BRT;20160121-11:24:29.470 BRT;20160121-11:25:33.580 BRT;
