4;10;4;1
0.000395;-0.000482;0.000395;-0.000361;
-0.000263;0.000362;-0.000263;0.000241;
0.000789;0.000241;0.000657;0.000241;
-0.000789;0.000120;-0.000788;0.000000;
0.000132;0.000602;0.000000;0.000843;
0.000263;0.000361;0.000395;0.000241;
-0.000132;0.000361;0.000131;0.000361;
-0.000263;0.000120;-0.000657;0.000120;
-0.000132;-0.000241;-0.000263;-0.000120;
-0.000263;0.000000;-0.000132;0.000000;
0.000132;-0.000120;0.000132;-0.000120;
20160121-15:48:06.677 BRT;20160121-15:49:10.708 BRT;20160121-15:50:14.915 BRT;20160121-15:51:18.927 BRT;20160121-15:52:22.929 BRT;20160121-15:53:27.330 BRT;20160121-15:54:31.800 BRT;20160121-15:55:35.870 BRT;20160121-15:56:39.105 BRT;20160121-15:57:43.146 BRT;20160121-15:58:47.283 BRT;
