4;10;4;1
0.000788;-0.000120;0.001182;-0.000120;
-0.000788;-0.000240;-0.000918;-0.000240;
0.001971;-0.000240;0.001313;-0.000120;
-0.001180;-0.000360;-0.000787;-0.000480;
-0.000525;-0.000120;-0.000525;0.000000;
0.001182;0.000120;0.001576;0.000240;
-0.000394;-0.000360;-0.000393;-0.000601;
0.000000;-0.000601;-0.000262;-0.000361;
-0.000263;0.000000;-0.000262;-0.000120;
-0.000394;0.000361;-0.000262;0.000601;
-0.000788;-0.000240;-0.000656;-0.000360;
20160121-13:10:08.844 BRT;20160121-13:11:12.857 BRT;20160121-13:12:16.880 BRT;20160121-13:13:20.897 BRT;20160121-13:14:24.921 BRT;20160121-13:15:28.922 BRT;20160121-13:16:33.340 BRT;20160121-13:17:37.340 BRT;20160121-13:18:41.420 BRT;20160121-13:19:45.690 BRT;20160121-13:20:49.108 BRT;
