4;10;4;1
0.000263;0.000000;0.000132;0.000000;
-0.001973;0.000481;-0.001709;0.000481;
0.000395;-0.000240;0.000395;-0.000240;
0.000791;0.000240;0.000527;0.000120;
-0.000263;-0.000240;-0.000132;-0.000120;
0.000659;-0.000120;0.000790;-0.000120;
0.000263;0.000240;0.000132;0.000000;
0.000395;0.000120;0.000263;0.000360;
0.000395;0.000601;0.000657;0.000240;
0.000657;-0.000240;0.000263;0.000000;
0.000526;-0.000720;0.000788;-0.000600;
20160121-13:35:45.568 BRT;20160121-13:36:49.607 BRT;20160121-13:37:53.752 BRT;20160121-13:38:57.878 BRT;20160121-13:40:01.891 BRT;20160121-13:41:05.895 BRT;20160121-13:42:09.952 BRT;20160121-13:43:13.965 BRT;20160121-13:44:17.977 BRT;20160121-13:45:21.977 BRT;20160121-13:46:25.993 BRT;
