4;10;4;1
-0.000788;-0.000240;-0.000656;-0.000360;
-0.000920;0.000481;-0.001051;0.000361;
0.000526;0.000120;0.000263;0.000240;
-0.000526;0.000841;-0.000526;0.000961;
0.000000;0.000240;0.000263;0.000240;
0.000789;-0.000240;0.000920;-0.000360;
-0.000789;0.000480;-0.001314;0.000360;
0.000526;0.000000;0.000789;0.000120;
0.000789;-0.000120;0.000394;-0.000120;
-0.001182;-0.000240;-0.000788;-0.000120;
-0.001447;-0.000480;-0.001052;-0.000600;
20160121-13:20:49.108 BRT;20160121-13:21:53.112 BRT;20160121-13:22:57.134 BRT;20160121-13:24:01.134 BRT;20160121-13:25:05.147 BRT;20160121-13:26:09.166 BRT;20160121-13:27:13.167 BRT;20160121-13:28:17.196 BRT;20160121-13:29:21.322 BRT;20160121-13:30:25.424 BRT;20160121-13:31:29.442 BRT;
